"X1","X2"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's Three Challenges (1963)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Valley of Gold (1966)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Great River (1967)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Jungle Boy (1968)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's Deadly Silence (1970)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Brown Prince (1972)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan, the Ape Man (1981)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Greystoke: The Legend of Tarzan, Lord of the Apes (1984)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Adventures of Tarzan (1985)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Lost City (1998)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan of the Apes (1999)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan (1999)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan Ki Beti (2002)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan & Jane (2002)[N 4]"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan II (2005)[N 4]"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan (2013)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","The Legend of Tarzan (2016)"
"Telefon (1975), Walter Wager","Telefon (1977)"
"Ten Against Caesar (a. k. a. Trail's End at 'Dobe Town) (1952), Kathleen B. George and Robert A. Granger","Gun Fury (1953)"
"The Terminal Man (1972), Michael Crichton","The Terminal Man (1974)"
"Terms of Endearment (1975), Larry McMurtry","Terms of Endearment (1983)"
"Tess of the d'Urbervilles (1891), Thomas Hardy","Tess of the d'Urbervilles (1913)"
"Tess of the d'Urbervilles (1891), Thomas Hardy","Tess of the d'Urbervilles (1924)"
"Tess of the d'Urbervilles (1891), Thomas Hardy","Man Ki Jeet (1944)"
"Tess of the d'Urbervilles (1891), Thomas Hardy","Dulhan Ek Raat Ki (1967)"
"Tess of the d'Urbervilles (1891), Thomas Hardy","Tess (1979)"
"Tess of the d'Urbervilles (1891), Thomas Hardy","Trishna (2011)"
"The Tesseract (1998), Alex Garland","The Tesseract (2003)"
"Tex (1979), S. E. Hinton","Tex (1982)"
"Texasville (1987), Larry McMurtry","Texasville (1990)"
"Theatre (1937), W. Somerset Maugham","Charming Julia (German: Bezaubernde Julia) (1960)[N 2]"
"Theatre (1937), W. Somerset Maugham","Adorable Julia (German: Julia, Du bist zauberhaft) (1962)"
"Theatre (1937), W. Somerset Maugham","Teatris (Russian: Театр) (1978)"
"Theatre (1937), W. Somerset Maugham","Poniro thilyko... katergara gynaika! (Greek: Πονηρό θηλυκό... Κατεργάρα γυναίκα!) (1980)"
"Theatre (1937), W. Somerset Maugham","Being Julia (2004)"
"There's a Porpoise Close Behind Us, Arthur Barker (1936), Noel Langley","These Foolish Things (2005)"
"These Foolish Things (2004), Deborah Moggach","The Best Exotic Marigold Hotel (2012)"
"These Foolish Things (2004), Deborah Moggach","The Second Best Exotic Marigold Hotel (2015)"
"They Came to Cordura (1958), Glendon Swarthout","They Came to Cordura (1959)"
"They Do It with Mirrors (1952), Agatha Christie","Murder Ahoy! (1964)"
"They Do It with Mirrors (1952), Agatha Christie","Murder with Mirrors (1985)[N 2]"
"They Saved London (1955), Bernard Newman","Battle of the V-1 (1958)"
"They Shoot Horses, Don't They? (1935), Horace McCoy","They Shoot Horses, Don't They? (1969)"
"The Thief and the Dogs (Arabic: اللص والكلاب; al-liṣ wal-kilāb) (1961), Naguib Mahfouz","Chased by the Dogs (1962)"
"Thin Air (1995), Robert B. Parker","Thin Air (2000)[N 2]"
"The Thirteenth Guest (1929), Armitage Trail","The Thirteenth Guest (1932)"
"The Thirteenth Guest (1929), Armitage Trail","Mystery of the 13th Guest (1943)"
"The Thirty-Nine Steps (1915), John Buchan","The 39 Steps (1935)"
"The Thirty-Nine Steps (1915), John Buchan","The 39 Steps (1959)"
"The Thirty-Nine Steps (1915), John Buchan","The Thirty Nine Steps (1978)"
"The Thirty-Nine Steps (1915), John Buchan","The 39 Steps (2008)"
"Thieves Like Us (1937), Frederick A. Stokes","They Live by Night (1950)"
"Thieves Like Us (1937), Frederick A. Stokes","Thieves Like Us (1974)"
"Thomasina, the Cat Who Thought She Was God (1957), Paul Gallico","The Three Lives of Thomasina (1964)"
"Thor (1993), Wayne Smith","Bad Moon (1996)"
"The Three Godfathers (1913), Peter B. Kyne","The Three Godfathers (1916)"
"The Three Godfathers (1913), Peter B. Kyne","Marked Men (1919)"
"The Three Godfathers (1913), Peter B. Kyne","Action (1921)"
"The Three Godfathers (1913), Peter B. Kyne","Hell's Heroes (1930)"
"The Three Godfathers (1913), Peter B. Kyne","Three Godfathers (1936)"
"The Three Godfathers (1913), Peter B. Kyne","3 Godfathers (1948)"
"The Three Godfathers (1913), Peter B. Kyne","The Godchild (1974)[N 2]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père",NA
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1914)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1916)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1921; French)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1921; American)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Must-Get-Theres (1922)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1932)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1933)[N 5]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1935)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Four Musketeers (Italian: I quattro moschettieri) (1936)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1939)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (Spanish: Los tres mosqueteros) (1942)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1946)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1948)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Gay Swordsman (Italian: Il figlio di d'Artagnan) (1950)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","At Sword's Point (1952)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Milady and the Musketeers (Italian: Il boia di Lilla) (1952)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1953)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Knights of the Queen (Italian: I cavalieri della regina) (1954)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Three and a Half Musketeers (Spanish: Los tres mosqueteros y medio) (1957)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The King's Musketeers (Italian: Le avventure dei tre moschettieri) (1957)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","La spada imbattibile (1957)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Le imprese di una spada leggendaria (1958)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Mantelli e spade insanguinate (1959)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1959)[N 2]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1961)[N 8]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Secret Mark of D'Artagnan (Italian: Il colpo segreto di D'Artagnan, French: Le secret de d'Artagnan) (1962)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Zorro and the Three Musketeers (Italian: Zorro e i tre moschettieri) (1963)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Four Musketeers (1963)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Revenge of the Musketeers (Italian: D'Artagnan contro i tre moschettieri) (1963)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Cyrano and d'Artagnan (French: Cyrano et d'Artagnan) (1964)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1969)[N 2]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Sex Adventures of the Three Musketeers (German: Die Sexabenteuer der drei Musketiere) (1971)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers in Boots (ながぐつ三銃士, Nagagutsu Sanjūshi) (1972)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","They Were Called Three Musketeers But They Were Four (Italian: Li chiamavano i tre moschettieri... invece erano quattro) (1973)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers of the West (Italian: Tutti per uno... botte per tutti) (1973)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1973; live-action)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1973; animated)[N 2]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Four Charlots Musketeers (French: Les Quatre Charlots mousquetaires) (1974)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Four Charlots Musketeers 2 (French: À nous quatre, Cardinal!) (1974)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (French: D'Artagnan L'Intrépide) (1974)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Four Musketeers (1974)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","d'Artagnan and Three Musketeers (1978)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Crazy Story of the Three Musketeers (Spanish: La loca historia de los tres mosqueteros) (1983)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","D'Artagnan Junior (French: Le Fou du roi) (1984)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1986)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Mouseketeers (Romanian: Uimitoarele aventuri ale muschetarilor) (1988)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers Anime: Aramis' Adventure (アニメ三銃士 アラミスの冒険, Anime Sanjūshi: Aramisu no Bōken) (1989)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Kero Kero Keroppi's Three Musketeers (けろけろけろっぴの三銃士, Kero Kero Keroppi no Sanjūshi) (1991)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1992)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Ring of the Musketeers [de] (1992)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (1993)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Revenge of the Musketeers (French: La fille de d'Artagnan) (1994)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Musketeer (2001)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","La Femme Musketeer (2004)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Mickey, Donald, Goofy: The Three Musketeers (2004)[N 4]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Milady (2004)[N 2]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Three Musketeers (Russian: Три мушкетёра, Tri mušketera) (2004)[N 2]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (Danish: De tre musketerer) (2006)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers: Saving the Crown (2007)[N 4]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (2008)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Barbie and the Three Musketeers (2009)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (2011)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","3 Musketeers (2011)[N 4]"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers (2013)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The King's Musketeers (Italian: Moschettieri del re - La penultima missione) (2018)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The King's Musketeers 2 (Italian: Tutti per 1 - 1 per tutti) (2020)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","Dogtanian and the Three Muskehounds (Spanish: D'Artacán y los Tres Mosqueperros) (2021)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers: D'Artagnan (2023)"
"The Three Musketeers (French: Les Trois Mousquetaires) (1844), Alexandre Dumas, père","The Three Musketeers: Milady (2023)"
"The Three Worlds of Johnny Handsome (1973), Morton Freedgood","Johnny Handsome (1989)"
"A Thrill a Minute with Jack Albany (1967), Morton Freedgood[N 6]","Never a Dull Moment (1968)"
"Thunder Mountain (1935), Zane Grey","Thunder Mountain (1935)"
"Thunder Mountain (1935), Zane Grey","Thunder Mountain (1947)"
"Thunderball (1961), Ian Fleming","Thunderball (1965)"
"Thunderball (1961), Ian Fleming","Never Say Never Again (1983)"
"Thunderhead (1943), Mary O'Hara","Thunderhead, Son of Flicka (1945)"
"The Thundering Herd (1925), Zane Grey","The Thundering Herd (1925)"
"The Thundering Herd (1925), Zane Grey","The Thundering Herd (1933)"
"A Tiger Walks (1960), Ian Niall","A Tiger Walks (1964)"
"Time After Time (1979), Karl Alexander","Time After Time (1979)"
"The Time Machine (1895), H. G. Wells","The Time Machine (1960)"
"The Time Machine (1895), H. G. Wells","The Time Machine (1978)[N 2]"
"The Time Machine (1895), H. G. Wells","The Time Machine (2002)"
"A Time to Kill (1989), John Grisham","A Time to Kill (1996)"
"The Time Traveler's Wife (2003), Audrey Niffenegger","The Time Traveler's Wife (2009)"
"Timeline (1999), Michael Crichton","Timeline (2003)"
"Tinker, Tailor, Soldier, Spy (1974), John le Carré","Tinker, Tailor, Soldier, Spy (2011)"
"To Catch a Thief (1952), David F. Dodge","To Catch a Thief (1955)"
"To Have and Have Not (1937), Ernest Hemingway","To Have and Have Not (1944)"
"To Have and Have Not (1937), Ernest Hemingway","The Breaking Point (1950)"
"To Have and Have Not (1937), Ernest Hemingway","The Gun Runners (1958)"
"To Have and Have Not (1937), Ernest Hemingway","Captain Khorshid (Persian: ناخدا خورشید, Nakhoda Khorshid) (1987)"
"To Kill a Mockingbird (1960), Harper Lee","To Kill a Mockingbird (1962)"
"To Sir, With Love (1959), E. R. Braithwaite","To Sir, with Love (1967)"
"To Sir, With Love (1959), E. R. Braithwaite","To Sir, with Love II (1996)[N 2]"
"To the Devil – a Daughter (1953), Dennis Wheatley","To the Devil a Daughter (1976)"
"To the Last Man (1921), Zane Grey","To the Last Man (1923)"
"To the Last Man (1921), Zane Grey","To the Last Man (1933)"
"Toby Tyler; or, Ten Weeks with a Circus (serialised 1877), published as a book 1881), James Otis Kaler (as James Otis)","Toby Tyler or 10 Weeks with a Circus (1960)"
"Toilers of the Sea (French: Les Travailleurs de la Mer) (1866), Victor Hugo","Toilers of the Sea (1914)"
"Toilers of the Sea (French: Les Travailleurs de la Mer) (1866), Victor Hugo","Toilers of the Sea (1915)"
"Toilers of the Sea (French: Les Travailleurs de la Mer) (1866), Victor Hugo","Toilers of the Sea (1923)"
"Toilers of the Sea (French: Les Travailleurs de la Mer) (1866), Victor Hugo","Toilers of the Sea (1936)"
"Toilers of the Sea (French: Les Travailleurs de la Mer) (1866), Victor Hugo","Sea Devils (1953)"
"Topaz (1967), Leon Uris","Topaz (1969)"
"Touch (1987), Elmore Leonard","Touch (1997)"
"The Tower (1973)[N 9], Richard Martin Stern","The Towering Inferno (1974)"
"A Town Like Alice (1950), Nevil Shute","A Town Like Alice (1956)"
"The Track of the Cat (1949), Walter Van Tilburg Clark","Track of the Cat (1952)"
"Trainspotting (1993), Irvine Welsh","Trainspotting (1996)"
"Trainspotting (1993), Irvine Welsh","T2 Trainspotting (2017)[N 10]"
"The Trap (Spanish: La trampa) (1960), María Angélica Bosco","The Unfaithful Love (Spanish: El Amor infiel) (1974)"
"Treasure Island (1883), Robert Louis Stevenson","Treasure Island (1918)"
"Treasure Island (1883), Robert Louis Stevenson","Treasure Island (1920)"
