...1,Book,Movie,movie_titleWiki,movie_year,movie_match,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,BookTitle,BookAuthor,BookMatch,name,author,star_rating,num_ratings
1331,"Frankenstein (1818), Mary Shelley",FRANKƐN5TƐ1N (2015),FRANKƐN5TƐ1N,2015,"FRANKƐN5TƐ1N,2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frankenstein,Mary Shelley,"Frankenstein,Mary Shelley",NA,NA,NA,NA
1332,"Frankenstein (1818), Mary Shelley",Victor Frankenstein (2015),Victor Frankenstein,2015,"Victor Frankenstein,2015",tt1976009,movie,Victor Frankenstein,Victor Frankenstein,0,2015,\N,110,"Drama,Horror,Sci-Fi",6,62671,Victor Frankenstein,Frankenstein,Mary Shelley,"Frankenstein,Mary Shelley",NA,NA,NA,NA
1333,"Frankenstein (1818), Mary Shelley",Frankenstein (2025),Frankenstein,2025,"Frankenstein,2025",tt1312221,movie,Frankenstein,Frankenstein,0,2025,\N,149,"Drama,Fantasy,Horror",7.3,1601,Frankenstein,Frankenstein,Mary Shelley,"Frankenstein,Mary Shelley",NA,NA,NA,NA
1334,"Freaky Friday (1972), Mary Rodgers",Freaky Friday (1976),Freaky Friday,1976,"Freaky Friday,1976",tt0076054,movie,Freaky Friday,Freaky Friday,0,1976,\N,98,"Comedy,Family,Fantasy",6.3,15284,Freaky Friday,Freaky Friday,Mary Rodgers,"Freaky Friday,Mary Rodgers",Freaky Friday,"[""Mary Rodgers""]",3.68,8693
1335,"Freaky Friday (1972), Mary Rodgers",Freaky Friday (1995)[N 1],Freaky Friday,1995,"Freaky Friday,1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freaky Friday,Mary Rodgers,"Freaky Friday,Mary Rodgers",Freaky Friday,"[""Mary Rodgers""]",3.68,8693
1336,"Freaky Friday (1972), Mary Rodgers",Freaky Friday (2003),Freaky Friday,2003,"Freaky Friday,2003",tt0322330,movie,Freaky Friday,Freaky Friday,0,2003,\N,97,"Comedy,Family,Fantasy",6.4,171308,Freaky Friday,Freaky Friday,Mary Rodgers,"Freaky Friday,Mary Rodgers",Freaky Friday,"[""Mary Rodgers""]",3.68,8693
1337,"Freaky Friday (1972), Mary Rodgers",Freaky Friday (2018)[N 1],Freaky Friday,2018,"Freaky Friday,2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freaky Friday,Mary Rodgers,"Freaky Friday,Mary Rodgers",Freaky Friday,"[""Mary Rodgers""]",3.68,8693
1338,"Freaky Friday (1972), Mary Rodgers",Freakier Friday (2025)[N 17],Freakier Friday,2025,"Freakier Friday,2025",tt31956415,movie,Freakier Friday,Freakier Friday,0,2025,\N,110,"Comedy,Family,Fantasy",6.6,19946,Freakier Friday,Freaky Friday,Mary Rodgers,"Freaky Friday,Mary Rodgers",Freaky Friday,"[""Mary Rodgers""]",3.68,8693
1339,"Freedomland (1998), Richard Price",Freedomland (2006),Freedomland,2006,"Freedomland,2006",tt0349467,movie,Freedomland,Freedomland,0,2006,\N,113,"Crime,Drama,Mystery",5.2,17687,Freedomland,Freedomland,Richard Price,"Freedomland,Richard Price",Freedomland,"[""Richard Price""]",3.66,3526
1340,"The French Lieutenant's Woman (1969), John Fowles",The French Lieutenant's Woman (1981),The French Lieutenant's Woman,1981,"The French Lieutenant's Woman,1981",tt0082416,movie,The French Lieutenant's Woman,The French Lieutenant's Woman,0,1981,\N,124,"Drama,Romance",6.9,16410,The French Lieutenant's Woman,The French Lieutenant's Woman,John Fowles,"The French Lieutenant's Woman,John Fowles",NA,NA,NA,NA
1341,"Fried Green Tomatoes at the Whistle Stop Cafe (1987), Fannie Flagg",Fried Green Tomatoes (1991),Fried Green Tomatoes,1991,"Fried Green Tomatoes,1991",tt0101921,movie,Fried Green Tomatoes,Fried Green Tomatoes,0,1991,\N,130,Drama,7.7,89153,Fried Green Tomatoes,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg",Fried Green Tomatoes at the Whistle Stop Cafe,"[""Fannie Flagg""]",4.28,308885
1342,"Friend (1985), Diana Henstell",Deadly Friend (1986),Deadly Friend,1986,"Deadly Friend,1986",tt0090917,movie,Deadly Friend,Deadly Friend,0,1986,\N,91,"Drama,Horror,Sci-Fi",5.6,9463,Deadly Friend,Friend,Diana Henstell,"Friend,Diana Henstell",Friend,"[""Diana Henstell""]",3.42,142
1343,"The Friendly Persuasion (1945)[N 18], Jessamyn West",Friendly Persuasion (1956),Friendly Persuasion,1956,"Friendly Persuasion,1956",tt0049233,movie,Friendly Persuasion,Friendly Persuasion,0,1956,\N,137,"Drama,Family,Romance",7.3,8310,Friendly Persuasion,The Friendly Persuasion,"The Friendly Persuasion (1945)[N 18], Jessamyn West","The Friendly Persuasion,The Friendly Persuasion (1945)[N 18], Jessamyn West",NA,NA,NA,NA
1344,"The Friendly Persuasion (1945)[N 18], Jessamyn West",Friendly Persuasion (1975)[N 1],Friendly Persuasion,1975,"Friendly Persuasion,1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Friendly Persuasion,"The Friendly Persuasion (1945)[N 18], Jessamyn West","The Friendly Persuasion,The Friendly Persuasion (1945)[N 18], Jessamyn West",NA,NA,NA,NA
1345,"From Here to Eternity (1951), James Jones",From Here to Eternity (1953),From Here to Eternity,1953,"From Here to Eternity,1953",tt0045793,movie,From Here to Eternity,From Here to Eternity,0,1953,\N,118,"Drama,Romance,War",7.6,53382,From Here to Eternity,From Here to Eternity,James Jones,"From Here to Eternity,James Jones",NA,NA,NA,NA
1346,"From Russia, with Love (1957), Ian Fleming",From Russia with Love (1963),From Russia with Love,1963,"From Russia with Love,1963",tt0057076,movie,From Russia with Love,From Russia with Love,0,1963,\N,115,"Action,Adventure,Thriller",7.3,153557,From Russia with Love,"From Russia, with Love",Ian Fleming,"From Russia, with Love,Ian Fleming",NA,NA,NA,NA
1347,"From the Earth to the Moon (French: De la Terre à la Lune, trajet direct en 97 heures 20 minutes) (1865), Jules Verne",From the Earth to the Moon (1958),From the Earth to the Moon,1958,"From the Earth to the Moon,1958",tt0051638,movie,From the Earth to the Moon,From the Earth to the Moon,0,1958,\N,101,"Adventure,Fantasy,Sci-Fi",5.1,1942,From the Earth to the Moon,From the Earth to the Moon,Jules Verne,"From the Earth to the Moon,Jules Verne",NA,NA,NA,NA
1348,"From the Earth to the Moon (French: De la Terre à la Lune, trajet direct en 97 heures 20 minutes) (1865), Jules Verne",The Fabulous Baron Munchausen (1961),The Fabulous Baron Munchausen,1961,"The Fabulous Baron Munchausen,1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From the Earth to the Moon,Jules Verne,"From the Earth to the Moon,Jules Verne",NA,NA,NA,NA
1349,"From the Earth to the Moon (French: De la Terre à la Lune, trajet direct en 97 heures 20 minutes) (1865), Jules Verne",Jules Verne's Rocket to the Moon (1967),Jules Verne's Rocket to the Moon,1967,"Jules Verne's Rocket to the Moon,1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From the Earth to the Moon,Jules Verne,"From the Earth to the Moon,Jules Verne",NA,NA,NA,NA
1350,"From the Earth to the Moon (French: De la Terre à la Lune, trajet direct en 97 heures 20 minutes) (1865), Jules Verne",From the Earth to the Moon (1976)[N 1],From the Earth to the Moon,1976,"From the Earth to the Moon,1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From the Earth to the Moon,Jules Verne,"From the Earth to the Moon,Jules Verne",NA,NA,NA,NA
1351,"From the Terrace (1958), John O'Hara",From the Terrace (1960),From the Terrace,1960,"From the Terrace,1960",tt0053841,movie,From the Terrace,From the Terrace,0,1960,\N,149,"Drama,Romance",6.7,3397,From the Terrace,From the Terrace,John O'Hara,"From the Terrace,John O'Hara",From the Terrace,"[""John O'Hara""]",3.92,436
1352,"Funeral in Berlin (1964), Len Deighton",Funeral in Berlin (1966),Funeral in Berlin,1966,"Funeral in Berlin,1966",tt0060437,movie,Funeral in Berlin,Funeral in Berlin,0,1966,\N,102,Thriller,6.8,8370,Funeral in Berlin,Funeral in Berlin,Len Deighton,"Funeral in Berlin,Len Deighton",Funeral in Berlin,"[""Len Deighton""]",3.98,4028
1353,"Funny Farm (1985), Jay Cronley",Funny Farm (1988),Funny Farm,1988,"Funny Farm,1988",tt0095188,movie,Funny Farm,Funny Farm,0,1988,\N,101,Comedy,6.2,26160,Funny Farm,Funny Farm,Jay Cronley,"Funny Farm,Jay Cronley",NA,NA,NA,NA
1354,"The Furies (1948), Niven Busch",The Furies (1950),The Furies,1950,"The Furies,1950",tt0042490,movie,The Furies,The Furies,0,1950,\N,109,"Drama,Western",7.2,4217,The Furies,The Furies,Niven Busch,"The Furies,Niven Busch",The Furies,"[""Niven Busch""]",3.59,69
1355,"The Fury (1976), John Farris",The Fury (1978),The Fury,1978,"The Fury,1978",tt0077588,movie,The Fury,The Fury,0,1978,\N,118,"Horror,Sci-Fi,Thriller",6.3,18464,The Fury,The Fury,John Farris,"The Fury,John Farris",The Fury,"[""John Farris""]",3.29,638
1356,"The Fuzzy Pink Nightgown (1956), Sylvia Tate",The Fuzzy Pink Nightgown (1957),The Fuzzy Pink Nightgown,1957,"The Fuzzy Pink Nightgown,1957",tt0050422,movie,The Fuzzy Pink Nightgown,The Fuzzy Pink Nightgown,0,1957,\N,87,"Comedy,Crime",5.7,772,The Fuzzy Pink Nightgown,The Fuzzy Pink Nightgown,Sylvia Tate,"The Fuzzy Pink Nightgown,Sylvia Tate",NA,NA,NA,NA
1357,"The Game of X (1965), Robert Sheckley",Condorman (1981),Condorman,1981,"Condorman,1981",tt0082199,movie,Condorman,Condorman,0,1981,\N,90,"Action,Adventure,Comedy",5.7,5756,Condorman,The Game of X,Robert Sheckley,"The Game of X,Robert Sheckley",The Game of X,"[""Robert Sheckley""]",3.65,289
1358,"The Garden of Allah (1904), Robert Smythe Hichens",The Garden of Allah (1916),The Garden of Allah,1916,"The Garden of Allah,1916",tt0007988,movie,The Garden of Allah,The Garden of Allah,0,1916,\N,100,Drama,NA,NA,The Garden of Allah,The Garden of Allah,Robert Smythe Hichens,"The Garden of Allah,Robert Smythe Hichens",The Garden of Allah,"[""Robert Smythe Hichens""]",3.15,60
1359,"The Garden of Allah (1904), Robert Smythe Hichens",The Garden of Allah (1927),The Garden of Allah,1927,"The Garden of Allah,1927",tt0017917,movie,The Garden of Allah,The Garden of Allah,0,1927,\N,96,"Drama,Romance",6.7,28,The Garden of Allah,The Garden of Allah,Robert Smythe Hichens,"The Garden of Allah,Robert Smythe Hichens",The Garden of Allah,"[""Robert Smythe Hichens""]",3.15,60
1360,"The Garden of Allah (1904), Robert Smythe Hichens",The Garden of Allah (1936),The Garden of Allah,1936,"The Garden of Allah,1936",tt0027657,movie,The Garden of Allah,The Garden of Allah,0,1936,\N,79,"Adventure,Drama,Mystery",5.8,1821,The Garden of Allah,The Garden of Allah,Robert Smythe Hichens,"The Garden of Allah,Robert Smythe Hichens",The Garden of Allah,"[""Robert Smythe Hichens""]",3.15,60
1361,"The Garden of God (1923), Henry De Vere Stacpoole",Return to the Blue Lagoon (1991),Return to the Blue Lagoon,1991,"Return to the Blue Lagoon,1991",tt0102782,movie,Return to the Blue Lagoon,Return to the Blue Lagoon,0,1991,\N,102,"Adventure,Drama,Romance",5.2,22845,Return to the Blue Lagoon,The Garden of God,Henry De Vere Stacpoole,"The Garden of God,Henry De Vere Stacpoole",NA,NA,NA,NA
1362,"The Garden of Sinners (空の境界, Kara no Kyōkai) (1998–1999) (series), Kinoko Nasu",The Garden of Sinners: Overlooking View (2007),The Garden of Sinners: Overlooking View,2007,"The Garden of Sinners: Overlooking View,2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Garden of Sinners,Kinoko Nasu,"The Garden of Sinners,Kinoko Nasu",NA,NA,NA,NA
1363,"The Garden of Sinners (空の境界, Kara no Kyōkai) (1998–1999) (series), Kinoko Nasu",The Garden of Sinners: A Study in Murder – Part 1 (2007),The Garden of Sinners: A Study in Murder – Part 1,2007,"The Garden of Sinners: A Study in Murder – Part 1,2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Garden of Sinners,Kinoko Nasu,"The Garden of Sinners,Kinoko Nasu",NA,NA,NA,NA
1364,"The Garden of Sinners (空の境界, Kara no Kyōkai) (1998–1999) (series), Kinoko Nasu",The Garden of Sinners: Remaining Sense of Pain (2008),The Garden of Sinners: Remaining Sense of Pain,2008,"The Garden of Sinners: Remaining Sense of Pain,2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Garden of Sinners,Kinoko Nasu,"The Garden of Sinners,Kinoko Nasu",NA,NA,NA,NA
1365,"The Garden of Sinners (空の境界, Kara no Kyōkai) (1998–1999) (series), Kinoko Nasu",The Garden of Sinners: The Hollow Shrine (2008),The Garden of Sinners: The Hollow Shrine,2008,"The Garden of Sinners: The Hollow Shrine,2008",tt1233474,movie,The Garden of Sinners: The Hollow Shrine,Gekijô ban Kara no kyôkai: Dai yon shô - Garan no dô,0,2008,\N,46,"Action,Animation,Crime",7.1,1999,Gekijô ban Kara no kyôkai: Dai yon shô - Garan no dô,The Garden of Sinners,Kinoko Nasu,"The Garden of Sinners,Kinoko Nasu",NA,NA,NA,NA
1366,"The Garden of Sinners (空の境界, Kara no Kyōkai) (1998–1999) (series), Kinoko Nasu",The Garden of Sinners: Paradox Spiral (2008),The Garden of Sinners: Paradox Spiral,2008,"The Garden of Sinners: Paradox Spiral,2008",tt1278060,movie,The Garden of Sinners: Paradox Spiral,Gekijô ban Kara no kyôkai: Dai go shô - Mujun rasen,0,2008,\N,114,"Action,Animation,Crime",7.9,2344,Gekijô ban Kara no kyôkai: Dai go shô - Mujun rasen,The Garden of Sinners,Kinoko Nasu,"The Garden of Sinners,Kinoko Nasu",NA,NA,NA,NA
1367,"The Garden of Sinners (空の境界, Kara no Kyōkai) (1998–1999) (series), Kinoko Nasu",The Garden of Sinners: Oblivion Recording (2008),The Garden of Sinners: Oblivion Recording,2008,"The Garden of Sinners: Oblivion Recording,2008",tt1343089,movie,The Garden of Sinners: Oblivion Recording,Gekijô ban Kara no kyôkai: Dai roku shô - Bôkyaku rokuon,0,2008,\N,59,"Action,Animation,Drama",6.6,1728,Gekijô ban Kara no kyôkai: Dai roku shô - Bôkyaku rokuon,The Garden of Sinners,Kinoko Nasu,"The Garden of Sinners,Kinoko Nasu",NA,NA,NA,NA
1368,"The Garden of Sinners (空の境界, Kara no Kyōkai) (1998–1999) (series), Kinoko Nasu",The Garden of Sinners: A Study in Murder – Part 2 (2009),The Garden of Sinners: A Study in Murder – Part 2,2009,"The Garden of Sinners: A Study in Murder – Part 2,2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Garden of Sinners,Kinoko Nasu,"The Garden of Sinners,Kinoko Nasu",NA,NA,NA,NA
1369,"The Garden of Sinners (空の境界, Kara no Kyōkai) (1998–1999) (series), Kinoko Nasu",The Garden of Sinners: Future Gospel (2013),The Garden of Sinners: Future Gospel,2013,"The Garden of Sinners: Future Gospel,2013",tt2983564,movie,The Garden of Sinners: Future Gospel,Kara no kyôkai: Mirai fukuin,0,2013,\N,90,"Animation,Drama,Fantasy",7.1,1049,Kara no kyôkai: Mirai fukuin,The Garden of Sinners,Kinoko Nasu,"The Garden of Sinners,Kinoko Nasu",NA,NA,NA,NA
1370,"Gardens of Stone (1983), Nicholas Proffitt",Gardens of Stone (1987),Gardens of Stone,1987,"Gardens of Stone,1987",tt0093073,movie,Gardens of Stone,Gardens of Stone,0,1987,\N,111,"Drama,Romance,War",6.3,6683,Gardens of Stone,Gardens of Stone,Nicholas Proffitt,"Gardens of Stone,Nicholas Proffitt",NA,NA,NA,NA
1371,"Gasoline (Italian: Benzina) (1998), Elena Stancanelli",Gasoline (2001),Gasoline,2001,"Gasoline,2001",tt0302309,movie,Gasoline,Benzina,0,2001,\N,90,"Crime,Drama,Romance",5.2,414,Benzina,Gasoline,Elena Stancanelli,"Gasoline,Elena Stancanelli",NA,NA,NA,NA
1372,"Gate of Flesh (肉体の門, Nikutai no mo) (1947), Taijiro Tamura",Gate of Flesh (1948),Gate of Flesh,1948,"Gate of Flesh,1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gate of Flesh,Taijiro Tamura,"Gate of Flesh,Taijiro Tamura",NA,NA,NA,NA
1373,"Gate of Flesh (肉体の門, Nikutai no mo) (1947), Taijiro Tamura",Gate of Flesh (1964),Gate of Flesh,1964,"Gate of Flesh,1964",tt0058409,movie,Gate of Flesh,Nikutai no mon,0,1964,\N,90,Drama,7.2,3612,Nikutai no mon,Gate of Flesh,Taijiro Tamura,"Gate of Flesh,Taijiro Tamura",NA,NA,NA,NA
1374,"Gate of Flesh (肉体の門, Nikutai no mo) (1947), Taijiro Tamura","The Call of Flesh (女体, Jotai) (1964)",The Call of Flesh,1964,"The Call of Flesh,1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gate of Flesh,Taijiro Tamura,"Gate of Flesh,Taijiro Tamura",NA,NA,NA,NA
1375,"Gate of Flesh (肉体の門, Nikutai no mo) (1947), Taijiro Tamura",Gate of Flesh (1977),Gate of Flesh,1977,"Gate of Flesh,1977",tt0286845,movie,Gate of Flesh,Nikutai no mon,0,1977,\N,97,Drama,5,36,Nikutai no mon,Gate of Flesh,Taijiro Tamura,"Gate of Flesh,Taijiro Tamura",NA,NA,NA,NA
1376,"Gate of Flesh (肉体の門, Nikutai no mo) (1947), Taijiro Tamura",Gate of Flesh (1988),Gate of Flesh,1988,"Gate of Flesh,1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gate of Flesh,Taijiro Tamura,"Gate of Flesh,Taijiro Tamura",NA,NA,NA,NA
1377,"The Gay Sisters (1942), Stephen Longstreet",The Gay Sisters (1942),The Gay Sisters,1942,"The Gay Sisters,1942",tt0034770,movie,The Gay Sisters,The Gay Sisters,0,1942,\N,110,"Drama,Romance",6.6,993,The Gay Sisters,The Gay Sisters,Stephen Longstreet,"The Gay Sisters,Stephen Longstreet",The Gay Sisters,"[""Stephen Longstreet""]",3.8,5
1378,"Gentle Annie (1942), MacKinlay Kantor",Gentle Annie (1944),Gentle Annie,1944,"Gentle Annie,1944",tt0036859,movie,Gentle Annie,Gentle Annie,0,1944,\N,80,"Drama,Western",6.3,429,Gentle Annie,Gentle Annie,MacKinlay Kantor,"Gentle Annie,MacKinlay Kantor",Gentle Annie,"[""MacKinlay Kantor""]",4,4
1379,"Gentlemen Prefer Blondes (1925), Anita Loos",Gentlemen Prefer Blondes (1928)[N 19],Gentlemen Prefer Blondes,1928,"Gentlemen Prefer Blondes,1928",tt0018931,movie,Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,0,1928,\N,75,"Comedy,Romance",NA,NA,Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,Anita Loos,"Gentlemen Prefer Blondes,Anita Loos",Gentlemen Prefer Blondes,"[""Anita Loos""]",3.61,5947
1380,"Gentlemen Prefer Blondes (1925), Anita Loos",Gentlemen Prefer Blondes (1953),Gentlemen Prefer Blondes,1953,"Gentlemen Prefer Blondes,1953",tt0045810,movie,Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,0,1953,\N,91,"Comedy,Musical,Romance",7.1,46152,Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,Anita Loos,"Gentlemen Prefer Blondes,Anita Loos",Gentlemen Prefer Blondes,"[""Anita Loos""]",3.61,5947
1381,"Geordie (1950), David Walker",Geordie (1955),Geordie,1955,"Geordie,1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geordie,David Walker,"Geordie,David Walker",NA,NA,NA,NA
1382,"Georgy Girl (1965), Margaret Forster",Georgy Girl (1966),Georgy Girl,1966,"Georgy Girl,1966",tt0060453,movie,Georgy Girl,Georgy Girl,0,1966,\N,99,"Comedy,Drama,Romance",6.9,4499,Georgy Girl,Georgy Girl,Margaret Forster,"Georgy Girl,Margaret Forster",Georgy Girl,"[""Margaret Forster""]",3.42,340
1383,"Get Shorty (1990), Elmore Leonard",Get Shorty (1995),Get Shorty,1995,"Get Shorty,1995",tt0113161,movie,Get Shorty,Get Shorty,0,1995,\N,105,"Comedy,Crime,Thriller",6.9,95235,Get Shorty,Get Shorty,Elmore Leonard,"Get Shorty,Elmore Leonard",Get Shorty,"[""Elmore Leonard""]",3.96,23737
1384,"The Getaway (1959), Jim Thompson",The Getaway (1972),The Getaway,1972,"The Getaway,1972",tt0068638,movie,The Getaway,The Getaway,0,1972,\N,123,"Action,Crime,Thriller",7.3,37799,The Getaway,The Getaway,Jim Thompson,"The Getaway,Jim Thompson",NA,NA,NA,NA
1385,"The Getaway (1959), Jim Thompson",The Getaway (1994),The Getaway,1994,"The Getaway,1994",tt0109890,movie,The Getaway,The Getaway,0,1994,\N,115,"Action,Adventure,Crime",5.8,20977,The Getaway,The Getaway,Jim Thompson,"The Getaway,Jim Thompson",NA,NA,NA,NA
1386,"The Ghost (Spanish: El Fantasma) (1924), Wenceslao Fernández Flórez",Apology of Destiny (Spanish: El destino se disculpa) (1945),Apology of Destiny,1945,"Apology of Destiny,1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Ghost,Wenceslao Fernández Flórez,"The Ghost,Wenceslao Fernández Flórez",NA,NA,NA,NA
1387,"The Ghost (2007), Robert Harris",The Ghost Writer (2010),The Ghost Writer,2010,"The Ghost Writer,2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Ghost,Robert Harris,"The Ghost,Robert Harris",NA,NA,NA,NA
1388,"The Ghost and Mrs. Muir (1945), Josephine Leslie (as R. A. Dick)",The Ghost and Mrs. Muir (1947),The Ghost and Mrs. Muir,1947,"The Ghost and Mrs. Muir,1947",tt0039420,movie,The Ghost and Mrs. Muir,The Ghost and Mrs. Muir,0,1947,\N,104,"Comedy,Drama,Fantasy",7.8,22085,The Ghost and Mrs. Muir,The Ghost and Mrs. Muir,Josephine Leslie (as R. A. Dick),"The Ghost and Mrs. Muir,Josephine Leslie (as R. A. Dick)",NA,NA,NA,NA
1389,"Giant (1952), Edna Ferber",Giant (1956),Giant,1956,"Giant,1956",tt0049261,movie,Giant,Giant,0,1956,\N,201,"Drama,Western",7.6,44394,Giant,Giant,Edna Ferber,"Giant,Edna Ferber",Giant,"[""Edna Ferber""]",4.02,3448
1390,"Gidget, the Little Girl with Big Ideas (1957), Frederick Kohner",Gidget (1959),Gidget,1959,"Gidget,1959",tt0052847,movie,Gidget,Gidget,0,1959,\N,95,"Comedy,Drama,Romance",6.6,4202,Gidget,"Gidget, the Little Girl with Big Ideas",Frederick Kohner,"Gidget, the Little Girl with Big Ideas,Frederick Kohner",NA,NA,NA,NA
1391,"The Girl from Petrovka (1972), George Feifer",The Girl from Petrovka (1974),The Girl from Petrovka,1974,"The Girl from Petrovka,1974",tt0071554,movie,The Girl from Petrovka,The Girl from Petrovka,0,1974,\N,103,"Comedy,Drama,Romance",5.2,729,The Girl from Petrovka,The Girl from Petrovka,George Feifer,"The Girl from Petrovka,George Feifer",NA,NA,NA,NA
1392,"The Girl in the Spider's Web (2015), David Lagercrantz",The Girl in the Spider's Web (2018),The Girl in the Spider's Web,2018,"The Girl in the Spider's Web,2018",tt5177088,movie,The Girl in the Spider's Web,The Girl in the Spider's Web,0,2018,\N,115,"Action,Adventure,Crime",6.1,54704,The Girl in the Spider's Web,The Girl in the Spider's Web,David Lagercrantz,"The Girl in the Spider's Web,David Lagercrantz",The Girl in the Spider's Web,"[""David Lagercrantz""]",3.8,160929
1393,"The Girl Who Leapt Through Time (時をかける少女, Toki o Kakeru Shōjo) (serialised 1966–1967, published as a book 1967), Yasutaka Tsutsui",The Girl Who Leapt Through Time (1983),The Girl Who Leapt Through Time,1983,"The Girl Who Leapt Through Time,1983",tt0086456,movie,The Girl Who Leapt Through Time,Toki o kakeru shôjo,0,1983,\N,104,"Drama,Fantasy,Mystery",6.5,1096,Toki o kakeru shôjo,The Girl Who Leapt Through Time,Yasutaka Tsutsui,"The Girl Who Leapt Through Time,Yasutaka Tsutsui",The Girl Who Leapt Through Time,"[""Yasutaka Tsutsui""]",3.21,2313
