...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,movie_match
3116,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan's Deadly Silence (1970),Tarzan's Deadly Silence,1970,"Tarzan's Deadly Silence,1970",tt0066438,Tarzan's Deadly Silence,Tarzan's Deadly Silence,0,1970,88,Adventure,5.8,73,Tarzan's Deadly Silence,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3117,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Brown Prince (1972),Tarzan and the Brown Prince,1972,"Tarzan and the Brown Prince,1972",tt0069344,Tarzan and the Brown Prince,Tarzán y el arco iris,0,1972,86,Adventure,4.7,68,Tarzán y el arco iris,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3118,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan, the Ape Man (1981)","Tarzan, the Ape Man",1981,"Tarzan, the Ape Man,1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3119,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Greystoke: The Legend of Tarzan, Lord of the Apes (1984)","Greystoke: The Legend of Tarzan, Lord of the Apes",1984,"Greystoke: The Legend of Tarzan, Lord of the Apes,1984",tt0087365,"Greystoke: The Legend of Tarzan, Lord of the Apes","Greystoke: The Legend of Tarzan, Lord of the Apes",0,1984,143,"Adventure,Drama",6.4,22127,"Greystoke: The Legend of Tarzan, Lord of the Apes",Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3120,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Adventures of Tarzan (1985),Adventures of Tarzan,1985,"Adventures of Tarzan,1985",tt0364049,Adventures of Tarzan,Adventures of Tarzan,0,1985,135,"Action,Adventure,Comedy",4.5,238,Adventures of Tarzan,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3121,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan and the Lost City (1998),Tarzan and the Lost City,1998,"Tarzan and the Lost City,1998",tt0120856,Tarzan and the Lost City,Tarzan and the Lost City,0,1998,83,"Action,Adventure,Family",4,2451,Tarzan and the Lost City,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3122,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan of the Apes (1999),Tarzan of the Apes,1999,"Tarzan of the Apes,1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3123,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan (1999),Tarzan,1999,"Tarzan,1999",tt0120855,Tarzan,Tarzan,0,1999,88,"Adventure,Animation,Comedy",7.3,263351,Tarzan,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,322,"$448,192,603","$171,091,819",38.2%,"$277,100,784",61.8%,1999,291,291,"Jun 16, 1999",Tarzan,145000000,171091819,"$448,191,819",201,"Tarzan,1999"
3124,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan Ki Beti (2002),Tarzan Ki Beti,2002,"Tarzan Ki Beti,2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3125,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan & Jane (2002)[N 4],Tarzan & Jane,2002,"Tarzan & Jane,2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3126,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan II (2005)[N 4],Tarzan II,2005,"Tarzan II,2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3127,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan (2013),Tarzan,2013,"Tarzan,2013",tt1705952,Tarzan,Tarzan,0,2013,94,"Adventure,Animation,Drama",4.8,13303,Tarzan,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3128,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",The Legend of Tarzan (2016),The Legend of Tarzan,2016,"The Legend of Tarzan,2016",tt0918940,The Legend of Tarzan,The Legend of Tarzan,0,2016,110,"Action,Adventure,Drama",6.2,195246,The Legend of Tarzan,Tarzan,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan,Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,464,"$357,243,061","$126,643,061",35.4%,"$230,600,000",64.6%,2016,150,150,"Jun 27, 2016",The Legend of Tarzan,180000000,126643061,"$357,243,061",101,"The Legend of Tarzan,2016"
3129,"Telefon (1975), Walter Wager",Telefon (1977),Telefon,1977,"Telefon,1977",tt0076804,Telefon,Telefon,0,1977,102,"Action,Crime,Drama",6.5,6680,Telefon,Telefon,Walter Wager,"Telefon,Walter Wager",Telefon,"[""Walter Wager""]",3.65,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3130,"Ten Against Caesar (a. k. a. Trail's End at 'Dobe Town) (1952), Kathleen B. George and Robert A. Granger",Gun Fury (1953),Gun Fury,1953,"Gun Fury,1953",tt0045846,Gun Fury,Gun Fury,0,1953,83,"Action,Adventure,Crime",6,1915,Gun Fury,Ten Against Caesar,Kathleen B. George and Robert A. Granger,"Ten Against Caesar,Kathleen B. George and Robert A. Granger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3131,"The Terminal Man (1972), Michael Crichton",The Terminal Man (1974),The Terminal Man,1974,"The Terminal Man,1974",tt0072267,The Terminal Man,The Terminal Man,0,1974,104,"Horror,Sci-Fi,Thriller",5.6,2797,The Terminal Man,The Terminal Man,Michael Crichton,"The Terminal Man,Michael Crichton",The Terminal Man,"[""Michael Crichton""]",3.4,28674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3132,"Terms of Endearment (1975), Larry McMurtry",Terms of Endearment (1983),Terms of Endearment,1983,"Terms of Endearment,1983",tt0086425,Terms of Endearment,Terms of Endearment,0,1983,132,"Comedy,Drama",7.4,69171,Terms of Endearment,Terms of Endearment,Larry McMurtry,"Terms of Endearment,Larry McMurtry",Terms of Endearment,"[""Larry McMurtry""]",4.14,25476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3133,"Tess of the d'Urbervilles (1891), Thomas Hardy",Tess of the d'Urbervilles (1913),Tess of the d'Urbervilles,1913,"Tess of the d'Urbervilles,1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tess of the d'Urbervilles,Thomas Hardy,"Tess of the d'Urbervilles,Thomas Hardy",NA,NA,3.83,285953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3134,"Tess of the d'Urbervilles (1891), Thomas Hardy",Tess of the d'Urbervilles (1924),Tess of the d'Urbervilles,1924,"Tess of the d'Urbervilles,1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tess of the d'Urbervilles,Thomas Hardy,"Tess of the d'Urbervilles,Thomas Hardy",NA,NA,3.83,285953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3135,"Tess of the d'Urbervilles (1891), Thomas Hardy",Man Ki Jeet (1944),Man Ki Jeet,1944,"Man Ki Jeet,1944",tt0151477,Man Ki Jeet,Man Ki Jeet,0,1944,\N,"Drama,Romance",NA,NA,Man Ki Jeet,Tess of the d'Urbervilles,Thomas Hardy,"Tess of the d'Urbervilles,Thomas Hardy",NA,NA,3.83,285953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3136,"Tess of the d'Urbervilles (1891), Thomas Hardy",Dulhan Ek Raat Ki (1967),Dulhan Ek Raat Ki,1967,"Dulhan Ek Raat Ki,1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tess of the d'Urbervilles,Thomas Hardy,"Tess of the d'Urbervilles,Thomas Hardy",NA,NA,3.83,285953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3137,"Tess of the d'Urbervilles (1891), Thomas Hardy",Tess (1979),Tess,1979,"Tess,1979",tt0080009,Tess,Tess,0,1979,186,"Drama,Romance",7.3,19358,Tess,Tess of the d'Urbervilles,Thomas Hardy,"Tess of the d'Urbervilles,Thomas Hardy",NA,NA,3.83,285953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3138,"Tess of the d'Urbervilles (1891), Thomas Hardy",Trishna (2011),Trishna,2011,"Trishna,2011",tt1836987,Trishna,Trishna,0,2011,117,Drama,6,3422,Trishna,Tess of the d'Urbervilles,Thomas Hardy,"Tess of the d'Urbervilles,Thomas Hardy",NA,NA,3.83,285953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3139,"The Tesseract (1998), Alex Garland",The Tesseract (2003),The Tesseract,2003,"The Tesseract,2003",tt0374273,The Tesseract,The Tesseract,0,2003,96,"Action,Crime,Drama",5.2,1376,The Tesseract,The Tesseract,Alex Garland,"The Tesseract,Alex Garland",The Tesseract,"[""Alex Garland""]",3.23,6777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3140,"Tex (1979), S. E. Hinton",Tex (1982),Tex,1982,"Tex,1982",tt0084783,Tex,Tex,0,1982,103,Drama,6.4,2704,Tex,Tex,S. E. Hinton,"Tex,S. E. Hinton",NA,NA,3.88,12772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3141,"Texasville (1987), Larry McMurtry",Texasville (1990),Texasville,1990,"Texasville,1990",tt0103069,Texasville,Texasville,0,1990,126,"Drama,Romance",6,3250,Texasville,Texasville,Larry McMurtry,"Texasville,Larry McMurtry",Texasville,"[""Larry McMurtry""]",3.74,4866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3142,"Theatre (1937), W. Somerset Maugham",Charming Julia (German: Bezaubernde Julia) (1960)[N 2],Charming Julia,1960,"Charming Julia,1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Theatre,W. Somerset Maugham,"Theatre,W. Somerset Maugham",Theatre,"[""W. Somerset Maugham""]",4.17,8604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3143,"Theatre (1937), W. Somerset Maugham","Adorable Julia (German: Julia, Du bist zauberhaft) (1962)",Adorable Julia,1962,"Adorable Julia,1962",tt0056129,Adorable Julia,"Julia, du bist zauberhaft",0,1962,97,Comedy,6.7,173,"Julia, du bist zauberhaft",Theatre,W. Somerset Maugham,"Theatre,W. Somerset Maugham",Theatre,"[""W. Somerset Maugham""]",4.17,8604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3144,"Theatre (1937), W. Somerset Maugham",Teatris (Russian: Театр) (1978),Teatris,1978,"Teatris,1978",tt0276550,Teatris,Teatris,0,1978,136,"Comedy,Drama",7.7,365,Teatris,Theatre,W. Somerset Maugham,"Theatre,W. Somerset Maugham",Theatre,"[""W. Somerset Maugham""]",4.17,8604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3145,"Theatre (1937), W. Somerset Maugham",Poniro thilyko... katergara gynaika! (Greek: Πονηρό θηλυκό... Κατεργάρα γυναίκα!) (1980),Poniro thilyko... katergara gynaika!,1980,"Poniro thilyko... katergara gynaika!,1980",tt0190646,Poniro thilyko... katergara gynaika!,Poniro thilyko... katergara gynaika!,0,1980,102,"Comedy,Romance",3.8,284,Poniro thilyko... katergara gynaika!,Theatre,W. Somerset Maugham,"Theatre,W. Somerset Maugham",Theatre,"[""W. Somerset Maugham""]",4.17,8604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3146,"Theatre (1937), W. Somerset Maugham",Being Julia (2004),Being Julia,2004,"Being Julia,2004",tt0340012,Being Julia,Being Julia,0,2004,104,"Comedy,Drama,Romance",7,13275,Being Julia,Theatre,W. Somerset Maugham,"Theatre,W. Somerset Maugham",Theatre,"[""W. Somerset Maugham""]",4.17,8604,NA,NA,NA,NA,NA,NA,NA,3301,3301,"Oct 15, 2004",Being Julia,18000000,7739049,"$14,451,322",3301,"Being Julia,2004"
3147,"There's a Porpoise Close Behind Us, Arthur Barker (1936), Noel Langley",These Foolish Things (2005),These Foolish Things,2005,"These Foolish Things,2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There's a Porpoise Close Behind Us, Arthur Barker",Noel Langley,"There's a Porpoise Close Behind Us, Arthur Barker,Noel Langley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3148,"These Foolish Things (2004), Deborah Moggach",The Best Exotic Marigold Hotel (2012),The Best Exotic Marigold Hotel,2012,"The Best Exotic Marigold Hotel,2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,These Foolish Things,Deborah Moggach,"These Foolish Things,Deborah Moggach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4148,4148,"Feb 24, 2012",The Best Exotic Marigold Hotel,10000000,46383639,"$134,639,780",4101,"The Best Exotic Marigold Hotel,2012"
3149,"These Foolish Things (2004), Deborah Moggach",The Second Best Exotic Marigold Hotel (2015),The Second Best Exotic Marigold Hotel,2015,"The Second Best Exotic Marigold Hotel,2015",tt2555736,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,0,2015,122,"Comedy,Drama,Romance",6.5,37270,The Second Best Exotic Marigold Hotel,These Foolish Things,Deborah Moggach,"These Foolish Things,Deborah Moggach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4167,4167,"Feb 26, 2015",The Second Best Exotic Marigold Hotel,10000000,33078266,"$89,400,862",4101,"The Second Best Exotic Marigold Hotel,2015"
3150,"They Came to Cordura (1958), Glendon Swarthout",They Came to Cordura (1959),They Came to Cordura,1959,"They Came to Cordura,1959",tt0053351,They Came to Cordura,They Came to Cordura,0,1959,123,"Adventure,Drama,History",6.4,2610,They Came to Cordura,They Came to Cordura,Glendon Swarthout,"They Came to Cordura,Glendon Swarthout",They Came to Cordura,"[""Glendon Swarthout""]",4.02,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3151,"They Do It with Mirrors (1952), Agatha Christie",Murder Ahoy! (1964),Murder Ahoy!,1964,"Murder Ahoy!,1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,They Do It with Mirrors,Agatha Christie,"They Do It with Mirrors,Agatha Christie",NA,NA,3.78,39732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3152,"They Do It with Mirrors (1952), Agatha Christie",Murder with Mirrors (1985)[N 2],Murder with Mirrors,1985,"Murder with Mirrors,1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,They Do It with Mirrors,Agatha Christie,"They Do It with Mirrors,Agatha Christie",NA,NA,3.78,39732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3153,"They Saved London (1955), Bernard Newman",Battle of the V-1 (1958),Battle of the V-1,1958,"Battle of the V-1,1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,They Saved London,Bernard Newman,"They Saved London,Bernard Newman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3154,"They Shoot Horses, Don't They? (1935), Horace McCoy","They Shoot Horses, Don't They? (1969)","They Shoot Horses, Don't They?",1969,"They Shoot Horses, Don't They?,1969",tt0065088,"They Shoot Horses, Don't They?","They Shoot Horses, Don't They?",0,1969,129,Drama,7.8,22404,"They Shoot Horses, Don't They?","They Shoot Horses, Don't They?",Horace McCoy,"They Shoot Horses, Don't They?,Horace McCoy","They Shoot Horses, Don't They?","[""Horace McCoy""]",3.86,10196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3155,"The Thief and the Dogs (Arabic: اللص والكلاب; al-liṣ wal-kilāb) (1961), Naguib Mahfouz",Chased by the Dogs (1962),Chased by the Dogs,1962,"Chased by the Dogs,1962",tt0225598,Chased by the Dogs,El less wal kilab,0,1962,125,"Crime,Drama",7.4,472,El less wal kilab,The Thief and the Dogs,Naguib Mahfouz,"The Thief and the Dogs,Naguib Mahfouz",The Thief and the Dogs,"[""Naguib Mahfouz""]",3.64,11010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3156,"Thin Air (1995), Robert B. Parker",Thin Air (2000)[N 2],Thin Air,2000,"Thin Air,2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thin Air,Robert B. Parker,"Thin Air,Robert B. Parker",Thin Air,"[""Robert B. Parker""]",3.95,6048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3157,"The Thirteenth Guest (1929), Armitage Trail",The Thirteenth Guest (1932),The Thirteenth Guest,1932,"The Thirteenth Guest,1932",tt0023583,The Thirteenth Guest,The Thirteenth Guest,0,1932,69,"Drama,Horror,Mystery",5.7,1030,The Thirteenth Guest,The Thirteenth Guest,Armitage Trail,"The Thirteenth Guest,Armitage Trail",The Thirteenth Guest,"[""Armitage Trail""]",2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3158,"The Thirteenth Guest (1929), Armitage Trail",Mystery of the 13th Guest (1943),Mystery of the 13th Guest,1943,"Mystery of the 13th Guest,1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Thirteenth Guest,Armitage Trail,"The Thirteenth Guest,Armitage Trail",The Thirteenth Guest,"[""Armitage Trail""]",2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3159,"The Thirty-Nine Steps (1915), John Buchan",The 39 Steps (1935),The 39 Steps,1935,"The 39 Steps,1935",tt0026029,The 39 Steps,The 39 Steps,0,1935,86,"Crime,Mystery,Thriller",7.6,64941,The 39 Steps,The Thirty-Nine Steps,John Buchan,"The Thirty-Nine Steps,John Buchan",The Thirty-Nine Steps,"[""John Buchan""]",2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3160,"The Thirty-Nine Steps (1915), John Buchan",The 39 Steps (1959),The 39 Steps,1959,"The 39 Steps,1959",tt0053354,The 39 Steps,The 39 Steps,0,1959,93,"Comedy,Crime,Drama",6.6,2632,The 39 Steps,The Thirty-Nine Steps,John Buchan,"The Thirty-Nine Steps,John Buchan",The Thirty-Nine Steps,"[""John Buchan""]",2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3161,"The Thirty-Nine Steps (1915), John Buchan",The Thirty Nine Steps (1978),The Thirty Nine Steps,1978,"The Thirty Nine Steps,1978",tt0078389,The Thirty Nine Steps,The Thirty Nine Steps,0,1978,102,"Crime,Drama,Mystery",6.6,3070,The Thirty Nine Steps,The Thirty-Nine Steps,John Buchan,"The Thirty-Nine Steps,John Buchan",The Thirty-Nine Steps,"[""John Buchan""]",2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3162,"The Thirty-Nine Steps (1915), John Buchan",The 39 Steps (2008),The 39 Steps,2008,"The 39 Steps,2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Thirty-Nine Steps,John Buchan,"The Thirty-Nine Steps,John Buchan",The Thirty-Nine Steps,"[""John Buchan""]",2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3163,"Thieves Like Us (1937), Frederick A. Stokes",They Live by Night (1950),They Live by Night,1950,"They Live by Night,1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thieves Like Us,Frederick A. Stokes,"Thieves Like Us,Frederick A. Stokes",NA,NA,3.65,1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3164,"Thieves Like Us (1937), Frederick A. Stokes",Thieves Like Us (1974),Thieves Like Us,1974,"Thieves Like Us,1974",tt0072274,Thieves Like Us,Thieves Like Us,0,1974,123,"Crime,Drama,Romance",6.9,5609,Thieves Like Us,Thieves Like Us,Frederick A. Stokes,"Thieves Like Us,Frederick A. Stokes",NA,NA,3.65,1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3165,"Thomasina, the Cat Who Thought She Was God (1957), Paul Gallico",The Three Lives of Thomasina (1964),The Three Lives of Thomasina,1964,"The Three Lives of Thomasina,1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomasina, the Cat Who Thought She Was God",Paul Gallico,"Thomasina, the Cat Who Thought She Was God,Paul Gallico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3166,"Thor (1993), Wayne Smith",Bad Moon (1996),Bad Moon,1996,"Bad Moon,1996",tt0115610,Bad Moon,Bad Moon,0,1996,80,"Horror,Thriller",5.8,9559,Bad Moon,Thor,Wayne Smith,"Thor,Wayne Smith",Thor,"[""Wayne Smith""]",4.31,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3167,"The Three Godfathers (1913), Peter B. Kyne",The Three Godfathers (1916),The Three Godfathers,1916,"The Three Godfathers,1916",tt0007453,The Three Godfathers,The Three Godfathers,0,1916,60,"Drama,Western",7.6,61,The Three Godfathers,The Three Godfathers,Peter B. Kyne,"The Three Godfathers,Peter B. Kyne",The Three Godfathers,"[""Peter B. Kyne""]",4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3168,"The Three Godfathers (1913), Peter B. Kyne",Marked Men (1919),Marked Men,1919,"Marked Men,1919",tt0010438,Marked Men,Marked Men,0,1919,50,"Drama,Western",4.9,86,Marked Men,The Three Godfathers,Peter B. Kyne,"The Three Godfathers,Peter B. Kyne",The Three Godfathers,"[""Peter B. Kyne""]",4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3169,"The Three Godfathers (1913), Peter B. Kyne",Action (1921),Action,1921,"Action,1921",tt0011906,Action,Action,0,1921,50,"Drama,Western",4.8,62,Action,The Three Godfathers,Peter B. Kyne,"The Three Godfathers,Peter B. Kyne",The Three Godfathers,"[""Peter B. Kyne""]",4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3170,"The Three Godfathers (1913), Peter B. Kyne",Hell's Heroes (1930),Hell's Heroes,1930,"Hell's Heroes,1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Three Godfathers,Peter B. Kyne,"The Three Godfathers,Peter B. Kyne",The Three Godfathers,"[""Peter B. Kyne""]",4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3171,"The Three Godfathers (1913), Peter B. Kyne",Three Godfathers (1936),Three Godfathers,1936,"Three Godfathers,1936",tt0028367,Three Godfathers,Three Godfathers,0,1936,81,"Drama,Western",7.3,1112,Three Godfathers,The Three Godfathers,Peter B. Kyne,"The Three Godfathers,Peter B. Kyne",The Three Godfathers,"[""Peter B. Kyne""]",4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3172,"The Three Godfathers (1913), Peter B. Kyne",3 Godfathers (1948),3 Godfathers,1948,"3 Godfathers,1948",tt0040064,3 Godfathers,3 Godfathers,0,1948,106,"Drama,Western",7,11349,3 Godfathers,The Three Godfathers,Peter B. Kyne,"The Three Godfathers,Peter B. Kyne",The Three Godfathers,"[""Peter B. Kyne""]",4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
